line_number,cleaned_text
1,Sur
2,Aug24
3,"$1,918"
4,"$1,467"
5,"$1,918"
6,"$1,547"
7,"$2,147"
8,"$1,547"
9,"$1,959"
10,Mor
11,Aug25
12,"$1,765"
13,"$1,765"
14,"$1,765"
15,"$1,841"
16,"$1,903"
17,"$1,882"
18,"$1,806"
19,Tue
20,Aug26
21,"$1,688"
22,"$1,192"
23,"$1,688"
24,"$1,272"
25,"$1,918"
26,"$1,272"
27,"$1,729"
28,Wed
29,Aug27
30,"$1,998"
31,"$1,998"
32,"$1,998"
33,"$2,074"
34,"$2,115"
35,"$2,039"
36,Thu
37,Aug28
38,"$1,572"
39,"$1,192"
40,"$1,568"
41,"$1,272"
42,"AG2,347"
43,"$1,272"
44,"$2,158"
45,Fri
46,Aug29
47,"$1,618"
48,"$1,618"
49,"$1,614"
50,"$1,953"
51,"$1,664"
52,"$2,003"
53,Sat
54,Aug30
55,"$1,618"
56,"$1,618"
57,"$1,614"
58,"$2,099"
59,"BSZ,262"
60,"$1,664"
61,"$2,120"
62,",O"
63,Sur
64,Sen16
65,Mon
66,Sep15
67,Tue
68,Sep16
69,Wed
70,Sep17
71,Thu
72,Sep18
73,Fri
74,Sep1y
75,Sat
76,Sep20
